book_id,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,choice_11,choice_12,choice_13,choice_14,choice_15,choice_16,choice_17,choice_18,choice_19,choice_20
4634,3085,3379,4348,2259,7309,8503,1015,8508,180,4270,1113,635,3930,2982,2024,5792,3381,7277,3581,2097
4635,4116,5620,4704,4685,8590,6600,8600,5631,4020,3958,8733,9042,9294,6862,689,5161,8346,8828,1281,4856
4636,5121,3394,5781,2055,3277,5758,2849,7348,1138,3355,6174,7053,7158,3161,8431,8608,5770,3906,3155,5065
4637,3107,9420,5063,4450,1994,2972,5096,7085,4198,1295,2208,5170,3422,5888,2153,4652,812,8603,6103,1219
4638,8323,9119,6999,7419,6932,4624,6147,7326,5336,6549,9936,3878,6853,9545,3449,9987,6337,2857,5833,4211
4639,4265,2368,3284,3787,5737,2644,2603,1762,1317,1386,2820,4671,8731,3468,5157,1675,847,1567,2087,5667
4640,2869,5346,8818,4421,9017,6615,5366,9884,7392,7397,9984,6704,3126,6568,4739,3808,7907,3679,3932,4866
4641,7443,6428,7523,279,8013,6659,9604,2521,6468,3177,987,5708,3432,8907,5490,2205,9873,4687,5363,7366
4642,4524,1900,6323,1339,1208,3205,1123,1589,8976,739,7887,9559,1795,5188,3937,5949,5763,865,9147,2352
4643,4861,1025,9176,4715,4594,3951,2781,5809,9529,4482,4663,4090,9522,7587,9608,9942,3140,9726,2903,7508
4644,2984,5475,4193,4775,1766,7595,8810,752,9662,8506,9056,2687,5533,6350,9682,5107,9010,2293,3369,6433
4645,7430,5988,3580,4277,4014,6724,1896,5458,8591,8888,7720,8700,8746,1489,9354,540,9615,4053,6935,1956
4646,2181,1775,4886,8620,4375,2879,9796,2260,2409,2039,3988,6514,4315,1447,3232,1478,2467,8817,549,6003
4647,6910,4909,7549,6858,7042,5588,2823,3612,5668,6610,6153,5176,5934,5417,5239,4506,2030,6580,3957,6163
4648,7134,9989,8622,6433,5856,9466,3004,5106,8248,2868,7461,2345,8178,2972,8252,6286,9355,9174,4409,9167
4649,5056,5601,1875,6526,4258,7083,9853,1635,844,9189,4201,9589,454,1287,1939,4847,8478,888,3922,1921
4650,4534,5463,3063,3826,9308,3120,3019,2230,6920,4445,6590,2125,9531,9922,3301,8951,8593,8202,6218,8149
4651,3768,5837,3478,3188,2721,8725,9282,2154,8708,1654,1630,1450,1304,1228,1363,1340,2081,1394,1690,1127
4652,1981,5063,2208,9101,3649,4312,2972,5170,3422,2779,6100,9572,3107,6001,4198,4241,1893,6099,5821,812
4653,76,4939,6859,171,230,5732,9754,4271,3381,451,6780,6640,8899,6202,10,6998,5582,2209,1114,9303
4654,5462,2676,1577,9425,2313,8912,5977,1883,5663,6852,4307,4962,9850,807,3269,5578,3064,1708,9380,6271
4655,8780,5887,5724,9328,7437,5997,9370,2435,4028,8573,7658,1004,5583,8941,8330,6434,9573,1614,6209,2778
4656,5092,5295,5609,5684,3166,6080,7600,3832,3608,3510,2911,3990,4425,2549,2550,3874,2341,2303,2224,2605
4657,5999,9685,6869,3857,8245,2203,2223,2066,2973,2670,3465,8963,5685,4062,2789,6668,9333,8631,1864,4286
4658,6716,2215,3871,999,4042,3304,4815,7468,5114,5860,6959,2976,2049,4236,7646,2597,1825,2750,1590,1383
4659,2974,2687,2381,2282,1535,1351,5585,569,7804,3864,5342,2785,4490,3829,8777,6294,8070,4626,6486,7643
4660,5215,2621,9004,6543,5394,8333,8238,9629,2288,7916,9418,8618,8515,8721,5634,5138,9442,5154,6046,5524
4661,2226,8623,6065,6857,7594,1235,8752,7540,6781,3609,8220,5495,5765,8400,3645,7142,3986,8940,3761,5624
4662,2665,7510,5466,8762,1994,6700,6803,3666,8364,1295,2776,3040,4764,812,7847,1983,4841,7415,8621,5866
4663,4715,1025,4861,4453,4151,504,3140,2963,1277,797,3890,1697,9383,9751,3448,412,4643,8213,1721,6545
4664,5471,9765,7873,4767,7577,3882,8034,5713,3062,1415,5786,7341,8544,3305,2474,7111,3059,4059,4117,8549
4665,6792,5390,5946,5504,4230,5136,4458,6133,2968,7195,4125,1504,6197,6183,1726,3089,2662,9806,3179,6780
4666,3730,2249,6905,7215,9680,7154,1482,267,8353,1271,7849,2663,235,8551,1990,5519,7805,836,437,9736
4667,4675,3664,3369,3089,2389,3276,2861,1616,6053,8761,5267,6794,6859,9734,294,3627,9897,8158,9682,5582
4668,5725,8341,5971,7144,9354,1376,1428,5353,392,1043,1194,3233,1166,4495,7803,2070,3848,4984,2565,6093
4669,7880,8225,7759,5402,3583,4345,6201,3452,500,7295,7558,5383,4234,2278,5048,4819,8148,4087,6801,5372
4670,9653,2865,6502,4729,5301,9198,7551,8937,7577,3739,4799,8259,4712,9425,2860,8768,8815,1665,6401,5268
4671,4265,8731,4639,1762,2603,2578,1317,5737,3284,2368,5157,2087,6057,3468,8409,1567,5543,2820,1145,847
4672,5754,5009,7952,4939,9049,1624,9732,5189,3482,9908,3954,6928,1318,7055,3139,7438,4726,2024,5310,614
4673,2596,2639,4590,4358,3705,2384,2893,3870,3965,3280,4349,2751,3982,2497,4025,2574,3467,2754,7211,1607
4674,7358,4115,4290,4864,9286,4961,9599,5897,6926,7237,9121,9645,6213,9384,8651,3246,7527,3239,5595,9372
4675,3664,4667,3369,3089,3276,2861,2389,1616,9146,9564,9682,9734,9897,3154,6794,3157,7677,9724,4458,5267
4676,9039,1372,8263,1787,5647,3538,4591,1647,4760,7790,3224,4376,9445,7294,9570,3288,3251,7472,2635,4980
4677,4287,1625,5691,1697,412,9617,5285,7977,1998,7489,6410,8552,4453,8854,797,6469,8680,7654,4936,4558
4678,3513,5936,5558,5507,4713,8444,5775,4528,6073,6539,3804,1922,3806,3374,7123,3803,3924,6807,6833,2735
4679,9201,9491,9342,9066,9656,9817,3738,3001,9811,9733,3984,4801,6513,1840,4857,3514,5547,3201,9149,2591
4680,4619,2091,4121,4084,4871,4065,4308,5158,5728,5277,7968,5748,5600,7704,5889,6761,1930,6994,5818,5006
4681,7932,7724,9082,6349,5521,5607,8101,7741,7822,6238,3668,7162,8067,3925,6672,5261,145,9789,8377,170
4682,7544,5743,5705,9454,6439,7841,9440,4905,6760,8386,882,9628,642,9866,7376,6140,7673,4294,8802,8385
4683,5347,3524,6828,1381,6816,4686,4964,9077,1924,755,6376,8429,1089,4726,1368,4031,7995,4970,8275,322
4684,7428,6173,6928,7577,3720,6225,4733,5786,479,9765,7920,9944,6363,5610,3552,5937,6880,4332,7200,7111
4685,4635,4020,8036,3427,8292,9716,9211,7228,1136,3761,5654,7828,7527,4704,2204,4426,5620,9264,6883,4116
4686,6816,5347,4683,6828,3524,1381,5207,7257,7254,9014,3628,9071,9049,4964,8396,8389,6271,9731,9790,1788
4687,5490,5151,4791,2472,4675,3947,5444,4458,151,2477,3369,2019,5708,6233,214,6972,4782,9341,5890,1033
4688,9721,4285,10000,9359,4749,4004,3737,7612,6131,3844,7569,3488,1514,2724,1734,8633,2636,2115,870,4140
4689,9695,6408,4851,5001,2585,5780,810,7406,2758,9983,5213,7531,3506,6378,9730,3651,803,2656,5847,2099
4690,6409,3014,3740,7858,5438,5590,1635,7891,5056,7853,7083,1836,6618,8585,7075,5683,4575,2438,5400,2096
4691,2524,4285,2288,5527,7297,5728,8329,9957,8812,5057,2003,8914,5845,2449,994,217,9721,9834,7066,3604
4692,7393,4964,9855,5636,9627,6938,6024,7988,8375,4395,8481,1615,9081,8021,1159,7634,9324,8324,3778,4233
4693,5677,3935,8042,6540,7156,8883,5646,6020,6741,5165,9160,4926,2949,9869,4416,5572,6836,6476,6494,6313
4694,8515,9004,8238,1162,2948,5664,2784,6687,8061,9442,4162,5809,5336,8598,3152,6559,5138,5394,6011,6543
4695,6101,7723,4727,7444,7990,8011,4330,8472,9311,3930,6225,6896,3717,3949,772,9649,8390,7606,4880,7428
4696,7048,4825,6338,5083,5467,6140,6377,5481,7809,6903,2863,5235,5103,6831,6238,7851,6281,2622,9279,3167
4697,4392,4130,5058,3259,6322,2089,2281,8735,874,5468,1936,8193,8676,2570,5553,9736,9722,1874,4362,3866
4698,5567,3904,2821,3138,1112,1210,4014,5458,3580,5827,5754,9049,2571,9732,7430,8591,958,133,4726,6928
4699,1684,4823,4398,6060,7873,8544,2560,3062,4356,127,193,9765,3385,7669,1344,4702,3810,1992,4117,680
4700,3688,4627,4276,5337,3750,4703,6686,5920,5564,7162,7822,8067,7122,1448,6888,9115,5261,7243,6854,7466
4701,9710,8798,1829,1132,4187,5577,4528,2668,703,6229,1339,7098,1292,7092,944,866,578,1247,2713,243
4702,2548,4262,4364,9275,3413,1992,6398,3423,8014,4518,9670,680,3026,2660,4465,4894,9249,9765,1750,1507
4703,7122,4276,6686,5337,4700,4627,5920,3750,7822,8067,5564,3688,7162,9115,7243,5261,6854,6888,1448,7466
4704,9931,7828,2747,1942,3588,4635,8692,3261,5024,9629,3488,1441,4983,5595,9896,7228,2652,2925,2263,9065
4705,6722,2294,6550,7157,713,6666,9937,3783,1002,3318,6270,6679,327,4408,9989,1766,280,7222,206,423
4706,6572,6832,3368,4054,5275,3181,3840,1778,2797,3520,4780,3320,5212,3041,6824,6730,3785,3939,5208,3499
4707,4331,5154,9004,6543,8238,9418,8598,8333,2320,5524,6011,7916,8515,5394,6316,8721,8618,6559,4971,9629
4708,2149,3798,6638,6477,5692,4892,5855,4530,2399,2783,9684,5128,3829,1995,2290,8433,1496,2219,6691,4022
4709,3988,4180,5492,2582,3232,4886,4315,4375,3051,4434,3151,6404,2181,2260,5003,6106,9796,8428,2039,2879
4710,8678,5559,6254,7691,7164,9806,9886,8287,4125,5516,1848,1504,7502,3157,4665,7685,6197,2427,7535,9110
4711,7842,5754,4939,8821,9191,4441,6928,5374,9049,7602,9732,4469,5009,5983,7169,653,7438,4726,7651,9551
4712,6374,5805,6368,8085,7895,7505,7981,8332,4194,3536,3497,2608,3648,2623,3177,1863,2783,3663,3244,1857
4713,5558,6073,5775,5507,5304,5936,6833,3806,3804,1922,7047,5795,4789,3513,5195,9026,4678,6539,6914,7080
4714,7896,2058,6443,5368,8139,3885,1819,7154,7108,459,7259,940,9369,9736,2918,6381,5039,6810,566,2772
4715,9176,5059,1025,4861,4663,4643,2963,1925,3448,9014,7478,5030,9049,1438,1747,8389,5347,8899,9533,5215
4716,8565,3080,1695,8558,590,1605,3833,8361,1327,529,1434,4708,1135,1178,5382,4003,293,7429,301,6961
4717,3531,7165,2492,9760,4482,4327,3140,4287,9076,3890,5480,7534,2387,6142,6437,6000,5285,3707,7489,4486
4718,6596,8005,9953,6812,7939,7101,8252,9893,6981,4305,8595,5287,6967,2345,2803,9712,980,7877,6412,6950
4719,3292,2397,5396,3752,8768,1461,446,1320,6662,1354,2158,8343,1240,769,9550,1717,5115,3080,8289,671
4720,3712,3179,2935,1531,5946,6053,6524,6346,2164,6133,3350,7514,8890,1243,7420,8241,2619,2017,6792,8777
4721,7117,8752,3331,6781,6202,7540,3392,8220,5968,7594,4462,6065,5690,5495,1855,4981,4850,797,7142,9518
4722,8659,2063,261,8537,3136,6305,1202,848,118,409,272,1752,2087,311,625,7313,847,710,2994,3579
4723,5053,6367,3181,3939,4792,3785,4893,3734,3203,4054,3520,9315,2797,5549,3041,8913,2308,2191,5208,3320
4724,5519,9452,7698,3861,5828,4362,5109,8683,9508,6793,8658,2726,7729,3193,4372,7256,3747,3866,4631,3259
4725,8836,8776,6342,1271,7692,9990,852,9750,1912,1672,4570,8353,7754,3561,7454,8238,4607,8582,1700,2652
4726,2693,7814,4266,5754,9049,8495,9732,7149,3541,5009,5310,9607,2325,7589,6928,7128,4939,7438,8565,5356
4727,4695,9311,7990,9649,7392,3930,6272,7723,8011,8472,7444,3717,6101,4733,8390,4485,6225,9667,3949,3552
4728,5041,6512,7619,7748,5861,7208,8215,3229,4240,7635,9494,6684,9116,8868,9469,2235,6212,9400,7006,7681
4729,8937,2191,3203,8927,1778,9821,6824,4780,3520,5208,3840,3939,8605,4723,2865,5275,9502,2308,2797,7862
4730,8236,8134,2901,9149,2275,3832,5295,1257,1553,2224,4656,5609,1653,1636,2090,2911,3510,2549,2287,3166
4731,8435,4798,5182,8635,4811,6544,9845,9119,7918,7138,4146,3941,7498,5036,5201,4268,9861,4113,2942,9545
4732,6072,6718,8356,4557,5397,1417,2069,1430,5918,9446,3016,647,4390,9497,3656,3567,7763,8793,509,5445
4733,6225,3552,6880,7990,7723,3949,7428,6173,6101,3717,9988,4727,6896,4485,4758,772,8611,1113,4695,4684
4734,7264,4451,2788,2139,4225,2906,3421,9337,3972,3599,5280,8061,8613,2818,8936,6094,7706,3893,5938,1333
4735,6971,4272,2753,7385,6626,8130,7894,9815,7060,7189,8246,8201,9537,6110,8571,2459,4389,2744,4136,2020
4736,6432,2509,2717,3012,4011,8718,4829,9312,8307,8314,1947,5987,6473,9224,9646,3371,5762,2771,9181,4502
4737,9474,6313,7159,5631,9464,9159,5862,5252,4416,2706,9160,6494,7249,7100,9346,3855,3800,5651,1594,9893
4738,1134,4312,904,3633,2779,5854,5246,7532,6415,9420,4224,5513,2106,861,8483,4841,7136,3422,1981,6476
4739,4061,3932,3679,2110,753,4184,6568,3672,4640,4574,9017,7446,4881,5849,4421,5695,568,7014,9783,7377
4740,3308,3603,8446,5814,9587,8051,7145,881,1577,4096,1888,6603,208,2521,4341,7798,374,4583,1851,2258
4741,5608,3649,9258,2208,2183,4198,9046,1036,5063,2276,4652,6208,7085,2333,942,1893,3231,5888,4833,1981
4742,5720,2826,6974,9738,8621,5111,3732,4918,3231,2183,7461,6904,4752,796,4662,2178,7532,2333,4741,7202
4743,7837,4088,1109,1609,954,9011,9283,6224,5245,2001,5542,3275,2956,636,3842,1355,3226,6403,3967,220
4744,6258,7998,1601,1303,3413,5163,5483,5995,5008,573,2329,7518,2934,8865,7151,8179,5670,1157,8411,9344
4745,2118,970,9164,4488,3249,3341,1200,3147,2792,2978,3534,1665,862,1049,7993,565,1254,7816,603,8911
4746,2709,8570,5596,9664,8726,7783,1953,9612,7616,7440,5626,4183,8555,3080,778,706,1354,8107,6995,1605
4747,1947,4123,8307,2332,4144,3873,6206,8063,9020,5379,8198,8304,5050,3130,7896,7875,8596,6965,8453,8118
4748,1157,315,7866,4411,3361,8865,8179,3009,5471,7200,5873,2442,4397,8014,3542,2327,1926,2560,2318,9014
4749,5885,1313,2647,4904,6131,7569,9958,4688,2115,3631,4285,10000,1734,4004,2651,7612,3543,6564,5545,3737
4750,4323,9461,8059,5476,1047,6141,3753,4934,7588,3275,8557,8753,7195,7144,9909,3502,6671,5519,8869,9381
4751,3777,2845,2265,1820,685,6270,5946,259,7975,2428,7057,684,2563,7222,6133,2301,3084,376,7304,2447
4752,5111,5635,8775,9326,4918,9738,7196,8145,9816,6904,9889,9895,9261,4804,9580,9269,8205,5272,5178,4082
4753,1191,7149,9398,5192,3541,5073,897,890,6229,7476,3969,8850,1520,4371,1223,1019,2873,2156,4266,7128
4754,3258,5006,5818,7968,7704,6994,6267,3605,8860,6761,3213,4871,6942,7631,2874,5277,9493,1751,5522,2159
4755,6944,8498,6957,7169,8838,4770,5254,522,9972,4139,8764,4067,5884,1073,1689,2853,7077,8971,6418,5315
4756,4353,3640,4924,6324,6200,3620,5423,5525,3569,3760,6306,6399,2595,2323,3029,1755,2073,1793,7146,8790
4757,4423,5340,5825,5512,7976,5042,6762,6923,5171,8008,7911,7574,7150,7041,3824,8542,8256,7512,6585,9892
4758,7086,3720,6751,5376,7428,7231,4733,6173,8375,7429,1691,1314,3419,479,4330,2236,3022,9910,5919,3552
4759,1487,5364,4171,4850,5108,8053,1068,5297,4694,5648,6299,5798,7683,737,3442,9012,6894,2967,344,825
4760,3251,1647,8209,4676,9929,9555,5990,3538,2292,9570,1475,8634,8748,2082,8447,3093,3288,9683,8616,6198
4761,3424,5811,2712,1780,9056,4408,5985,2356,224,7288,3607,8391,5511,7725,600,1799,8584,2369,1541,1140
4762,1188,8234,9379,6976,8907,4252,8485,5779,6384,2393,7286,3827,6487,9949,4364,7845,6630,2867,4545,4717
4763,7963,1883,7579,3349,8919,3433,2344,4931,6320,6688,1318,430,5407,8570,7543,3954,8859,4640,5851,3267
4764,3017,4662,2748,1994,3633,2779,2330,2106,2443,6100,4073,1769,1981,2276,4466,1673,1470,9572,9693,7255
4765,9932,7677,7894,6971,9815,8048,97,8130,4735,7060,6626,7385,8245,4657,466,4272,2459,6957,2753,3619
4766,6093,9724,7276,9378,1043,392,8948,5380,1376,9088,5971,5598,1194,1875,8341,2415,5860,5725,1775,7144
4767,4664,8908,4843,537,5452,4744,5529,3206,6063,7920,5675,8290,5155,7363,6264,6751,1399,7341,9296,3853
4768,2755,897,7814,5073,1019,2536,9463,5470,1223,5367,789,503,890,4371,7476,432,5982,3351,1003,276
4769,4264,7294,7327,3093,7495,5002,4072,5374,7114,2033,8748,5325,4943,1180,3288,8247,6351,8616,3048,3913
4770,2280,9190,6145,837,8942,7368,6993,1170,3447,7220,5184,5132,9131,5736,1919,2653,5649,8866,1203,8573
4771,4263,5975,4860,4379,3668,2400,8171,8397,5004,7722,7625,7741,5750,8715,7675,7825,8894,5715,2822,6192
4772,305,865,675,556,705,8921,5167,237,1339,441,349,7060,5795,1423,6465,609,5558,1878,4827,7092
4773,4550,4593,4303,3983,8251,5963,6346,4952,8354,6197,7846,2480,9870,8546,6749,1391,4460,6608,4167,1225
4774,9212,5924,5823,2716,4968,2023,8677,5211,2910,4555,878,8009,6951,6483,9524,7098,8380,8238,7078,9190
4775,7598,2802,2959,3244,3648,2783,2608,3497,3177,4194,6374,1863,3536,8085,8332,7895,1857,2623,5805,3663
4776,1412,859,1429,2160,1546,1731,3725,1356,4571,3117,9696,481,9141,1346,1674,1759,6855,2871,8098,9234
4777,7562,2993,2157,6788,2365,2199,7210,1785,5569,8733,3037,8288,3169,8297,9681,8906,9995,1706,9426,3755
4778,9392,6338,4489,5458,5227,7809,7987,6903,5083,6377,3580,3193,1871,3811,9226,8529,5567,4642,4043,5711
4779,7855,4586,4290,3028,4978,4413,4113,5123,9119,4231,1058,7407,3689,4483,4447,2857,1732,671,3752,7829
4780,3041,3181,6832,3840,9502,4785,4893,6572,3734,4054,2308,5208,3520,3320,4292,3939,2572,4723,3785,2797
4781,5659,4556,5760,4105,5218,3382,6864,7576,7112,6731,8050,4030,3454,2317,2545,7583,1840,9128,3215,7854
4782,3044,5352,2619,2291,1323,9200,6183,2120,8871,2017,7195,2447,1634,5107,7585,5855,1397,3769,923,3154
4783,2728,2258,6887,3670,7209,9034,4152,7892,3960,9141,4217,2140,9927,4461,5249,3996,2969,7462,8327,7817
4784,8007,5419,7161,1001,3446,7221,2449,6161,6474,8353,6012,3186,8812,6375,7261,6310,7137,3807,2462,124
4785,4780,9502,3840,5208,3181,3499,6367,4292,2308,3041,2022,5212,6586,5053,3939,462,3520,3785,4893,2108
4786,7933,3043,9335,9520,1563,3371,1736,5758,7004,8839,4995,2113,3461,3155,6929,2920,7158,1898,7265,886
4787,7432,2243,2717,5987,6116,8854,6793,8778,3130,4123,4988,7885,6432,2401,7591,8108,8828,6161,4623,7401
4788,3417,6954,8389,8849,9542,4139,6966,6787,7079,8625,4103,3172,7883,1873,5711,9014,6102,9533,1905,9966
4789,6539,5507,5936,3803,4713,2735,5775,3924,6833,3513,2657,4124,3374,5558,8444,4678,8986,5304,4387,1922
4790,6207,1982,4621,5901,1837,5185,9432,6463,9941,4321,5125,5698,1736,8497,8764,9711,7128,6082,6491,9408
4791,5151,5490,4687,2472,6233,3769,9341,8795,1476,6391,356,1033,1163,7546,2123,5967,2291,873,1975,6402
4792,5053,6367,4723,4958,8913,462,8927,5549,9315,1777,5104,3785,2308,2022,1756,524,2191,776,3939,580
4793,2188,5478,3219,414,1752,2738,2013,5385,407,7827,2252,6049,7812,885,115,2124,9772,1978,1136,38
4794,5359,5771,5408,5548,6151,4546,5117,2373,3619,4380,7474,5654,7126,3653,6796,3431,8258,3035,4616,5799
4795,6807,6319,3804,4528,6833,1719,5775,3806,5195,6914,2862,7354,7123,5304,9890,7047,8068,5558,4085,8987
4796,6593,7419,9865,3049,8907,1855,7592,5387,9874,2694,5435,4960,9962,6825,790,3674,9459,7440,8069,8220
4797,5007,3680,5282,3876,4127,3108,2031,5166,2296,6422,2150,2351,2745,7268,2074,5894,1091,8216,6878,511
4798,7070,7278,9498,9334,6076,8194,5214,8635,3941,4811,4731,4017,6446,9845,9119,5093,6375,2413,7498,9254
4799,5160,4553,6330,6472,5203,2811,3938,3530,3492,3096,1931,2198,5232,1693,1463,1418,1686,9157,5957,7506
4800,9268,6186,4078,7092,3684,6256,9965,5469,1208,3735,9490,1261,4859,8832,8371,5775,5134,865,8617,6758
4801,5547,3839,5749,8240,3001,6513,7700,9414,9733,4781,1840,7112,3571,3984,5218,1473,5659,3382,3738,5017
4802,3940,4481,3431,4876,3653,3035,3158,6352,5952,1016,6987,7758,5408,6344,7474,4546,5299,4630,6549,2031
4803,3152,6639,8220,4536,7693,2388,3235,4411,1309,4072,4620,5779,7709,7237,128,7628,5180,8046,9172,5623
4804,6897,8392,8642,9913,4082,2178,6849,7073,8205,6370,7084,8145,7815,9816,4752,6289,8744,7702,2795,5635
4805,3926,3859,4433,5017,3902,3189,5892,3571,4946,3115,8527,3201,8345,4281,8164,3382,4801,4470,3984,4556
4806,4571,5672,6797,5951,3601,6246,2825,3174,1528,3697,2828,1346,2606,1731,7816,8327,1674,3798,2416,1200
4807,5998,6001,1542,8952,7303,1994,5096,4450,9572,2562,2972,1219,812,2443,2141,2208,9256,1295,1776,1702
4808,6538,2634,6703,4300,2717,7315,7834,5837,3378,8854,3332,7077,8005,6899,4736,4987,5776,9022,2423,8365
4809,6786,9866,1443,1793,1116,2171,9628,1085,1822,6253,8199,2827,1854,1125,3225,6276,8191,1189,7889,1409
4810,7290,7734,6932,8289,9623,3763,5437,7620,6615,4444,4220,395,7370,6877,7563,4043,7135,6382,8503,5804
4811,6131,4798,9337,8635,3091,7498,4731,9845,7264,3772,9119,5214,6544,1313,9861,9545,4062,7918,6139,3941
4812,3658,4206,3575,2541,4245,5898,3662,5718,5878,6656,3539,6262,4869,4053,9120,9112,5864,7395,7330,8700
4813,4986,3098,5642,3713,3162,2354,3823,3455,5966,5314,3163,2773,2568,4095,5501,2261,9057,1260,2277,3066
4814,7685,5535,5552,8543,4541,8414,4934,8996,7526,5583,1558,4049,5736,7654,7181,9886,1047,5452,1453,2447
4815,2215,3871,999,6716,3304,621,2787,4658,5860,1825,4042,1590,2049,9724,335,7276,1707,2976,8218,1916
4816,3496,2275,2287,1818,4857,8909,3514,5710,3527,1257,1962,1653,2614,1636,4479,1889,8240,4946,2105,3115
4817,3852,6462,7160,3185,2369,6489,2356,1556,1169,8500,8436,3607,4929,4409,2410,750,5148,4267,1780,5190
4818,9446,4557,7763,6718,3891,6072,2546,7388,3263,8793,6515,5746,308,5918,2165,1614,9497,509,8292,4400
4819,5539,6801,7308,7295,7558,8148,4087,5402,4345,3583,6201,3452,8225,6109,2278,5194,4234,7759,2684,5048
4820,4989,2701,8269,9363,8096,7260,6665,4192,4579,5293,5290,1533,2347,5928,2604,3340,1993,3477,7214,4251
4821,2134,4156,5729,415,1724,2593,3289,5965,2951,7926,2038,981,9056,9692,4559,1608,1140,2369,8082,6911
4822,4301,5716,6648,6442,1492,2960,2466,6298,9784,6736,8819,3381,9620,3535,9921,8168,1329,3344,2921,3451
4823,5610,5424,5796,3495,1684,9765,9700,8736,4417,3026,8179,4699,6441,2132,4397,5873,1992,4411,3361,2560
4824,7944,9064,3599,6231,3885,9969,6983,4032,5384,8421,437,9872,7480,7382,9823,4122,5509,7215,2080,3685
4825,4696,5467,5083,7048,6140,6338,5481,6903,2863,7809,6377,5103,6238,6831,4209,2893,9279,6281,4523,6357
4826,8757,3820,5747,9298,9780,3817,7596,4931,6431,8390,8291,7415,7606,8686,9058,6649,8305,5923,9243,7037
4827,1427,1403,1770,7015,6758,1900,5903,9938,1360,2979,2513,3205,1974,1339,5149,3684,5577,1248,1123,1090
4828,5947,3566,522,6070,2543,4702,3269,5238,3540,1385,3869,7812,7963,8788,9720,9978,5273,4964,7090,9025
4829,1947,8118,6432,2243,8307,1935,6965,8063,4736,2332,7071,2717,7004,3130,9306,4144,5379,4923,4011,9278
4830,3793,2997,1890,1416,759,418,543,419,394,384,9184,506,7940,6743,7780,750,2194,210,1062,7854
4831,7588,9087,5959,4407,5199,9909,7229,7104,9228,9933,4208,8438,7526,5859,4236,3848,6197,5353,7846,5036
4832,6595,3460,3557,5071,8700,9435,8924,7216,8357,2612,2990,7730,9615,826,9773,9071,9210,9472,4296,1545
4833,9046,3231,9258,9101,2333,7434,1036,3649,6960,4365,8351,965,2779,3199,4741,1981,2330,3081,6001,4652
4834,1307,8234,2739,2137,3324,3436,6223,6241,4047,7199,8139,3228,2848,5954,5169,8384,7161,7799,5663,8044
4835,5477,3678,8480,5130,7484,5778,8372,5493,7795,7955,5953,9033,9051,9404,7567,3110,6359,3981,9402,8225
4836,2044,8375,6435,5831,8343,6131,8977,1976,3695,6567,1449,1344,6750,2321,9887,3953,3421,1710,2231,8057
4837,4912,9592,9155,3741,4616,6344,5365,3058,4066,4846,5196,5129,8649,8945,5799,2048,7126,7821,7676,2878
4838,9795,8900,6546,9047,908,6818,2777,7634,6028,9369,9621,1149,6866,5462,8237,8337,8143,6328,9065,9760
4839,7566,7610,8304,7698,7721,7959,6293,4362,7665,3766,7659,7751,1072,4631,9012,8536,3204,7388,7678,4547
4840,8314,7871,4900,8685,2360,7591,7494,9941,2216,6856,5726,8723,8810,8280,1395,1345,2530,5819,9547,811
4841,4662,1994,5466,2665,7510,938,8762,2437,2040,1295,5768,7847,3040,5063,6700,8483,4442,6803,1983,4764
4842,6299,3322,148,7418,6544,9545,9951,5182,9119,3686,8635,4337,9845,8435,3791,7138,7498,6375,5095,9861
4843,8571,7942,6149,5286,9815,6988,7189,4389,5745,8533,6971,8246,8201,2020,7060,6626,5529,5670,6110,8338
4844,8753,7236,6860,6106,6765,7323,9045,4419,9661,8262,8257,8870,7853,8585,3279,2642,4847,4094,7878,4180
4845,1039,8357,9707,9605,6155,9784,7262,8819,8559,6119,8221,6430,6976,8937,97,4870,8580,4503,9283,5569
4846,5365,4616,5129,3741,6344,5799,8945,2878,4912,3058,7676,9155,4066,9592,3940,8649,5408,4837,6151,9507
4847,2409,7891,7853,2127,6373,1635,2731,1775,1287,1836,4201,3740,3353,3922,971,4947,2879,6106,4649,5400
4848,8718,869,8873,6031,8696,4388,8299,6351,3516,8254,9714,8673,7840,4219,3076,8501,3088,906,3898,4736
4849,1483,889,1932,1473,1291,5112,841,2237,1336,1513,2955,3927,433,5902,9491,6091,2317,3454,8702,8820
4850,6617,4462,4721,3669,7117,7727,6202,1384,8560,1855,5690,9874,7419,5806,1106,4157,719,4759,7567,3707
4851,2585,4689,810,9695,2656,5213,6408,7531,5001,2758,3301,9321,9730,5502,7406,5780,3944,1126,3651,803
4852,6245,2335,4610,9651,4576,9422,1044,6479,9569,7979,2772,4381,5691,4563,858,352,5938,3324,4255,9644
4853,7256,7071,7948,8108,9520,2509,4123,6432,4285,8614,9248,5702,9567,8551,8715,2690,9181,3461,2839,7726
4854,3958,5468,1892,4609,1911,5895,9510,7527,6265,9421,8641,6293,2888,7409,8233,2207,4111,4401,1565,2085
4855,4521,4951,3959,7521,9203,7270,3827,735,7405,8285,8234,5980,7608,2111,2143,3897,9739,8243,532,2514
4856,8881,4029,9425,6837,4438,7329,1242,8259,7529,8348,2137,1187,9768,2535,5161,3294,4239,551,5407,9315
4857,3514,4816,3496,2287,2275,5710,3527,1818,1257,8909,4556,3839,4801,3382,9148,4030,4781,3189,4105,9593
